Word,Bigram,Conc.M,Conc.SD,Unknown,Total,Percent_known,SUBTLEX,Dom_Pos
joke,0,2.9,1.52,0,29,1.00,3724,Noun
jokeless,0,2.04,1.29,2,30,0.93,0,Err:512
joker,0,3.93,1.13,0,29,1.00,233,Noun
jokester,0,3.04,1.3,1,24,0.96,4,Noun
jokey,0,2.44,1.25,3,30,0.90,4,Adjective
jokingly,0,2.18,1.31,0,28,1.00,8,Adverb
jolliness,0,2.22,1.48,0,27,1.00,1,Noun
jolly,0,2.34,1.26,0,29,1.00,382,Adverb
jolt,0,3.41,1.24,0,29,1.00,70,Noun
jolting,0,2.66,1.14,0,29,1.00,2,Verb
josh,0,2.68,1.59,3,25,0.88,1039,Name
joshing,0,2.2,1.47,2,27,0.93,18,Verb
jostle,0,3.45,1.43,0,29,1.00,5,Verb
jostler,0,3.14,1.49,3,25,0.88,0,Err:512
jot,0,3.3,1.1,0,27,1.00,37,Verb
jot down,1,3.71,1.08,0,28,1.00,0,Err:512
jotting,0,3.39,1.31,2,30,0.93,7,Verb
journal,0,4.63,0.69,0,27,1.00,453,Noun
journalism,0,2.37,1.19,0,30,1.00,195,Noun
journalist,0,4.04,1.35,0,28,1.00,311,Noun
journalistic,0,2.25,1.43,2,30,0.93,35,Adjective
journalistically,0,2.38,1.36,3,29,0.90,1,Adverb
journalize,0,2.64,1.41,3,28,0.89,0,Err:512
journey,0,2.57,1.38,0,30,1.00,1017,Noun
journeying,0,2.59,1.12,1,30,0.97,5,Verb
journeyman,0,3.85,1.35,1,27,0.96,2,Noun
journeywoman,0,4.2,1.32,2,27,0.93,0,Err:512
joust,0,4.03,0.93,0,30,1.00,58,Noun
jouster,0,3.65,1.38,3,29,0.90,3,Noun
jovial,0,2.81,1.41,1,27,0.96,11,Adjective
joviality,0,2.28,1.21,4,29,0.86,1,Noun
jovially,0,1.96,1.08,1,25,0.96,1,Adverb
jovialness,0,1.96,1.14,4,29,0.86,0,Err:512
jowl,0,4.45,1.06,4,26,0.85,4,Noun
joy,0,2.37,1.52,0,27,1.00,1456,Noun
joyful,0,2.12,1.17,0,25,1.00,76,Adjective
joyfully,0,2.19,1.24,0,27,1.00,9,Adverb
joyfulness,0,2.04,1.21,0,25,1.00,1,Noun
joyless,0,1.89,0.85,0,27,1.00,5,Adjective
joylessly,0,2.1,1.09,0,30,1.00,0,Err:512
joylessness,0,2.17,1.23,0,29,1.00,0,Err:512
joyous,0,2.19,1.52,0,27,1.00,69,Adjective
joyously,0,2.1,1.32,0,29,1.00,9,Adverb
joyousness,0,2.17,1.28,1,30,0.97,0,Err:512
joyride,0,3.27,0.83,1,27,0.96,45,Noun
joystick,0,4.74,0.86,0,27,1.00,15,Noun
jubilance,0,2.14,1.3,1,29,0.97,0,Err:512
jubilancy,0,2.12,1.07,3,29,0.90,0,Err:512
jubilant,0,2.44,1.45,0,25,1.00,8,Adjective
jubilantly,0,1.92,0.84,1,27,0.96,1,Adverb
jubilate,0,2.46,1.3,2,28,0.93,0,Err:512
jubilation,0,2.2,1.54,0,30,1.00,5,Noun
jubilatory,0,1.92,1.12,3,28,0.89,0,Err:512
jubilee,0,2.29,1.46,2,26,0.92,41,Noun
judge,0,3.75,1.4,0,28,1.00,4063,Noun
judgelike,0,2.04,1.26,1,29,0.97,0,Err:512
judger,0,2.68,1.14,3,28,0.89,0,Err:512
judgeship,0,2.77,1.42,3,29,0.90,10,Noun
judgingly,0,1.76,1.15,1,30,0.97,0,Err:512
judgment,0,1.68,1.33,0,28,1.00,839,Noun
judgment day,1,2.25,1.35,0,28,1.00,0,Err:512
judgmental,0,1.79,1.08,0,29,1.00,77,Adjective
judicative,0,1.45,0.8,3,25,0.88,0,Err:512
judicial,0,2.12,1.54,0,24,1.00,69,Adjective
judicial system,1,3.46,1.4,0,28,1.00,0,Err:512
judicially,0,1.59,0.82,0,29,1.00,0,Err:512
judiciary,0,2.33,1.41,0,27,1.00,11,Noun
judicious,0,2.12,1.24,2,28,0.93,8,Adjective
judiciously,0,1.55,0.74,0,29,1.00,5,Adverb
judo,0,4.32,1.19,1,29,0.97,49,Noun
jug,0,4.96,0.19,0,27,1.00,134,Noun
juggernaut,0,2.6,1.55,4,29,0.86,15,Noun
juggle,0,4.04,1.02,0,27,1.00,74,Verb
juggler,0,4.5,0.95,1,27,0.96,24,Noun
juggling,0,4.25,1.04,1,29,0.97,91,Verb
jugular,0,4.19,1.21,1,28,0.96,71,Noun
juice,0,4.89,0.57,0,28,1.00,1371,Noun
juiceless,0,3.16,1.18,2,27,0.93,0,Err:512
juicer,0,4.48,0.99,0,29,1.00,20,Noun
juiciness,0,3.44,1.25,0,27,1.00,0,Err:512
juicy,0,3.96,1.09,0,27,1.00,219,Adjective
jujitsu,0,4.28,1.02,1,26,0.96,16,Noun
jukebox,0,4.93,0.26,0,28,1.00,116,Noun
july,0,2.93,1.73,0,27,1.00,616,Err:512
jumble,0,3,1.5,0,25,1.00,16,Noun
jumbo,0,3.24,1.42,1,26,0.96,144,Noun
jumbo jet,1,4.81,0.48,1,28,0.96,0,Err:512
jump,0,4.52,0.99,0,29,1.00,3561,Verb
jump rope,1,5,0,0,27,1.00,0,Err:512
jump shot,1,4.25,1.03,1,25,0.96,0,Err:512
jump start,1,3.34,1.29,0,29,1.00,0,Err:512
jump suit,1,4.89,0.31,0,28,1.00,0,Err:512
jumpable,0,2.58,1.32,1,25,0.96,0,Err:512
jumper,0,4.03,1.3,0,29,1.00,117,Noun
jumpiness,0,3.07,1.41,0,29,1.00,0,Err:512
jumprope,0,4.93,0.26,1,29,0.97,0,Err:512
jumpsuit,0,4.82,0.55,1,29,0.97,36,Noun
jumpy,0,2.63,1.5,0,27,1.00,158,Adjective
junction,0,3.96,0.64,1,24,0.96,150,Noun
juncture,0,3,1.39,2,29,0.93,40,Noun
june,0,3.4,1.58,1,26,0.96,962,Err:512
jungle,0,4.66,0.77,0,29,1.00,1151,Noun
junior,0,3.5,1.26,0,28,1.00,1825,Adjective
juniper,0,4.41,1.24,0,29,1.00,24,Noun
juniper berries,1,4.91,0.29,1,24,0.96,0,Err:512
junk,0,3.88,1.18,0,26,1.00,784,Noun
junk food,1,4.5,0.96,0,28,1.00,0,Err:512
junk mail,1,4.59,0.84,0,27,1.00,0,Err:512
junkie,0,3.85,1.32,0,27,1.00,265,Noun
junking,0,3.04,1.37,3,27,0.89,4,Verb
junkman,0,4.12,1.17,2,27,0.93,5,Noun
junky,0,3.07,1.36,0,29,1.00,23,Adjective
junkyard,0,4.47,1.22,0,30,1.00,137,Noun
jurisdiction,0,2.07,1.24,0,27,1.00,271,Noun
jurisdictional,0,2,1.02,1,25,0.96,10,Adjective
jurisdictionally,0,1.8,1.08,4,29,0.86,0,Err:512
jurist,0,3.96,1.34,1,27,0.96,13,Noun
juror,0,4.29,1.3,0,28,1.00,131,Noun
jury,0,4.64,0.56,0,28,1.00,2181,Noun
juryman,0,3.79,1.42,2,30,0.93,0,Err:512
jurywoman,0,4.52,1,1,26,0.96,0,Err:512
just,0,1.52,0.91,0,29,1.00,242206,Adverb
justice,0,1.45,0.74,0,29,1.00,1910,Noun
justice department,1,3.67,1.37,0,30,1.00,0,Err:512
justifiability,0,1.61,0.89,1,24,0.96,0,Err:512
justifiable,0,1.86,0.93,0,28,1.00,27,Adjective
justifiableness,0,1.64,0.91,2,30,0.93,0,Err:512
justifiably,0,1.3,0.67,1,28,0.96,8,Adverb
justification,0,1.52,0.83,0,29,1.00,47,Noun
justifier,0,1.85,1.19,1,27,0.96,0,Err:512
justify,0,1.45,0.74,0,29,1.00,256,Verb
justifying,0,1.5,0.95,0,26,1.00,13,Verb
justly,0,1.44,0.65,0,25,1.00,17,Adverb
justness,0,1.38,0.65,1,25,0.96,1,Noun
jutting,0,3,1.5,4,29,0.86,5,Adjective
juvenile,0,3.31,1.2,0,29,1.00,261,Adjective
juvenile court,1,4.59,0.68,0,29,1.00,0,Err:512
juvenility,0,2.04,1.27,3,28,0.89,0,Err:512
juxtapose,0,2.32,1.38,4,29,0.86,3,Verb
juxtaposition,0,2.39,1.31,3,26,0.88,8,Noun
kabob,0,4.75,0.59,1,29,0.97,4,Noun
kale,0,4.81,0.4,2,28,0.93,28,Noun
kaleidoscope,0,4.79,0.56,0,29,1.00,15,Noun
kaleidoscopic,0,4.04,1.34,0,26,1.00,0,Err:512
kamikaze,0,3.38,1.27,3,29,0.90,68,Noun
kangaroo,0,4.86,0.76,0,28,1.00,118,Noun
kaput,0,2.15,1.16,4,30,0.87,51,Adjective
karaoke,0,4.27,0.77,1,23,0.96,170,Noun
karat,0,3.64,1.42,2,30,0.93,8,Noun
karate,0,4.14,1.13,0,29,1.00,386,Noun
karma,0,1.93,1.39,0,28,1.00,176,Noun
kayak,0,4.7,0.82,0,27,1.00,26,Noun
kayaker,0,4.33,1.14,1,28,0.96,1,Noun
kazoo,0,4.85,0.54,3,29,0.90,31,Noun
kebab,0,4.85,0.6,2,29,0.93,31,Noun
keel,0,3.48,1.64,3,28,0.89,61,Verb
keelboat,0,4.84,0.47,4,29,0.86,0,Err:512
keeled,0,2.63,1.36,3,30,0.90,23,Verb
keen,0,1.61,0.92,1,29,0.97,228,Adjective
keenly,0,1.48,0.91,1,30,0.97,19,Adverb
keenness,0,1.59,0.75,0,27,1.00,4,Noun
keep,0,2.37,1.4,0,30,1.00,35846,Verb
keep off,1,3.18,1.42,1,29,0.97,0,Err:512
keep up,1,2.67,1.49,0,27,1.00,0,Err:512
keeper,0,3,1.56,0,29,1.00,208,Noun
keeping,0,2.19,1.42,0,27,1.00,2608,Verb
keepsake,0,3.89,1.22,0,27,1.00,36,Noun
keg,0,4.75,0.65,0,28,1.00,175,Noun
kelp,0,4.9,0.56,1,30,0.97,63,Noun
kennel,0,4.73,0.83,1,27,0.96,57,Noun
kept,0,2.79,1.57,0,29,1.00,4559,Verb
keratin,0,3.84,1.34,4,29,0.86,2,Noun
kerchief,0,4.85,0.61,1,27,0.96,19,Noun
kernel,0,4.21,1.15,0,29,1.00,35,Noun
kerosene,0,4.96,0.19,0,28,1.00,66,Noun
ketchup,0,5,0,0,28,1.00,310,Noun
kettle,0,4.75,0.65,0,28,1.00,143,Noun
kettledrum,0,4.9,0.4,1,31,0.97,2,Noun
kettledrummer,0,4.48,1.04,2,25,0.92,0,Err:512
kevlar,0,4.88,0.33,4,29,0.86,0,Err:512
key,0,4.89,0.42,0,28,1.00,4430,Noun
key word,1,3.07,1.56,0,28,1.00,0,Err:512
keyboard,0,4.93,0.37,0,29,1.00,92,Noun
keyboardist,0,4.52,0.98,0,27,1.00,3,Noun
keycard,0,4.83,0.54,1,30,0.97,0,Err:512
keyed,0,3.47,1.33,0,30,1.00,39,Verb
keyhole,0,4.63,1.08,0,27,1.00,53,Noun
keyless,0,3.36,1.54,0,28,1.00,1,Adjective
keynote,0,2.97,1.38,1,30,0.97,33,Noun
keynote address,1,3.68,1.46,3,28,0.89,0,Err:512
keypad,0,4.81,0.79,0,27,1.00,27,Noun
keypress,0,3.81,1.27,2,29,0.93,0,Err:512
keystone,0,3.66,1.26,0,29,1.00,18,Noun
keystroke,0,3.85,1.49,1,28,0.96,10,Noun
keyword,0,2.89,1.29,0,28,1.00,27,Noun
khaki,0,4.19,1.1,0,26,1.00,42,Adjective
kibble,0,4.29,1.12,4,28,0.86,41,Noun
kick,0,4.33,0.98,4,6064,1.00,3744,Verb
kick around,1,3.6,1.54,0,30,1.00,0,Err:512
kick back,1,2.52,1.42,0,27,1.00,0,Err:512
kick off,1,3.83,1.42,0,30,1.00,0,Err:512
kickable,0,2.96,1.43,0,27,1.00,1,Adjective
kickback,0,3.17,1.31,0,29,1.00,15,Noun
kickball,0,4.64,0.7,0,25,1.00,5,Noun
kickboxer,0,4.55,0.91,0,29,1.00,0,Err:512
kickboxing,0,4.59,0.57,1,28,0.96,22,Verb
kicker,0,3.88,1.36,0,25,1.00,54,Noun
kicking,0,4.07,1.02,0,28,1.00,795,Verb
kickoff,0,4.41,1.02,0,29,1.00,53,Noun
kickstand,0,4.8,0.41,0,25,1.00,0,Err:512
kickstart,0,3.25,1.32,1,29,0.97,0,Err:512
kid,0,4.56,1.01,0,27,1.00,17299,Noun
kidder,0,3.12,1.31,2,28,0.93,44,Noun
kidding,0,1.82,1.12,0,28,1.00,6822,Verb
kiddo,0,3.16,1.34,2,27,0.93,432,Noun
kidnap,0,3.83,1.28,0,29,1.00,331,Verb
kidnaper,0,3.96,1.27,1,25,0.96,0,Err:512
kidnapper,0,4.29,1.04,0,24,1.00,206,Noun
kidnapping,0,3.47,1.46,0,30,1.00,617,Noun
kidney,0,4.96,0.19,0,28,1.00,494,Noun
kidney stone,1,4.63,0.61,0,30,1.00,0,Err:512
kids,0,4.61,0.83,0,28,1.00,15356,Noun
kill,0,3.9,1.37,0,29,1.00,23081,Verb
killable,0,1.93,1.04,1,28,0.96,0,Err:512
killer,0,3.31,1.56,0,29,1.00,3206,Noun
killing,0,3.43,1.35,0,28,1.00,3965,Verb
killingly,0,1.84,0.94,4,29,0.86,0,Err:512
killjoy,0,2.42,1.39,1,27,0.96,24,Noun
kiln,0,4.82,0.61,1,29,0.97,19,Noun
kilo,0,3.17,1.56,1,30,0.97,80,Noun
kilobyte,0,3.04,1.63,0,27,1.00,1,Noun
kilocalorie,0,2.96,1.57,3,31,0.90,0,Err:512
kilogram,0,4.14,1.3,0,29,1.00,3,Noun
kilohertz,0,2.58,1.5,4,30,0.87,1,Verb
kilometer,0,4.07,1.17,1,28,0.96,20,Noun
kilowatt,0,3.62,1.45,0,29,1.00,6,Noun
kilt,0,4.71,0.85,0,28,1.00,31,Noun
kilter,0,2.64,1.19,4,29,0.86,4,Noun
kimono,0,4.43,1.17,2,30,0.93,55,Noun
kin,0,4.1,1.03,0,30,1.00,218,Noun
kind,0,2.07,1.3,0,28,1.00,30125,Noun
kindergarten,0,3.9,1.18,0,29,1.00,195,Noun
kindergartener,0,4.08,1.15,1,26,0.96,1,Noun
kindergartner,0,4.45,0.83,1,30,0.97,2,Noun
kindhearted,0,2.04,1.09,0,27,1.00,8,Adjective
kindheartedly,0,2.07,1.25,0,29,1.00,0,Err:512
kindheartedness,0,2,1.05,0,28,1.00,0,Err:512
kindle,0,3.74,1.4,0,27,1.00,9,Verb
kindliness,0,2.07,1.12,0,28,1.00,2,Noun
kindling,0,3.76,1.48,0,29,1.00,29,Noun
kindly,0,1.93,1.22,0,29,1.00,538,Adverb
kindness,0,1.74,1.23,0,27,1.00,460,Noun
kindred,0,1.86,1.21,1,29,0.97,45,Adjective
kinetic,0,2.24,1.18,0,29,1.00,32,Adjective
kinetically,0,2.28,1.1,2,27,0.93,0,Err:512
kinetics,0,2.39,1.52,1,29,0.97,1,Noun
kinfolk,0,3.66,1.37,1,30,0.97,18,Noun
king,0,4.1,1.42,0,30,1.00,6592,Noun
kingdom,0,3.76,1.3,0,29,1.00,787,Noun
kingfish,0,4.62,0.7,3,29,0.90,6,Name
kingfisher,0,4.71,0.85,1,29,0.97,9,Noun
kinghood,0,2.78,1.31,1,28,0.96,0,Err:512
kingless,0,2.67,1.31,3,27,0.89,0,Err:512
kinglike,0,2.32,1.33,1,29,0.97,0,Err:512
kingliness,0,2.15,1.32,1,28,0.96,0,Err:512
kingly,0,2,0.98,1,29,0.97,4,Adjective
kingpin,0,3.48,1.5,2,27,0.93,51,Noun
kingship,0,3.21,1.6,1,29,0.97,3,Noun
kink,0,3.57,1.37,1,29,0.97,34,Noun
kinkily,0,2.75,1.27,2,30,0.93,0,Err:512
kinkiness,0,2.07,1.07,0,29,1.00,1,Noun
kinky,0,2.31,1.05,0,26,1.00,152,Adjective
kinsfolk,0,3.67,1.41,3,30,0.90,0,Err:512
kinship,0,2.21,1.2,0,28,1.00,22,Noun
kinsman,0,3.5,1.42,1,27,0.96,16,Noun
kinswoman,0,3.68,1.47,1,29,0.97,1,Noun
kiosk,0,4.58,0.93,1,25,0.96,23,Noun
kiss,0,4.48,1.02,0,29,1.00,6179,Verb
kissable,0,2.39,1.4,0,28,1.00,5,Adjective
kisser,0,3.7,1.3,0,27,1.00,174,Noun
kissing,0,4.52,0.99,0,29,1.00,1189,Verb
kissy,0,3.46,1.06,3,27,0.89,20,Noun
kit,0,4.47,0.82,0,30,1.00,900,Noun
kitchen,0,4.97,0.19,0,29,1.00,2974,Noun
kitchen cabinet,1,4.93,0.38,0,27,1.00,0,Err:512
kitchen sink,1,4.9,0.4,0,30,1.00,0,Err:512
kitchen stove,1,4.86,0.35,0,29,1.00,0,Err:512
kitchen table,1,5,0,0,27,1.00,0,Err:512
kitchenette,0,4.56,0.64,1,28,0.96,16,Noun
kitchenware,0,4.68,0.6,0,31,1.00,2,Noun
kite,0,5,0,0,28,1.00,117,Noun
kitten,0,4.86,0.76,0,28,1.00,241,Noun
kittenishly,0,2.69,1.16,3,29,0.90,0,Err:512
kitty,0,4.97,0.19,0,29,1.00,1362,Name
kiwi,0,4.86,0.52,0,28,1.00,40,Noun
kleenex,0,4.92,0.27,0,26,1.00,78,Err:512
kleptomania,0,2.69,1.59,1,27,0.96,4,Noun
kleptomaniac,0,2.79,1.41,4,28,0.86,9,Noun
klutz,0,2.44,1.12,2,27,0.93,47,Noun
klutziness,0,2.5,1.22,4,28,0.86,1,Noun
klutzy,0,2.53,1.33,0,30,1.00,5,Adjective
knack,0,2.05,1.09,3,25,0.88,127,Noun
knapsack,0,4.9,0.31,0,29,1.00,33,Noun
knead,0,3.89,1.1,0,28,1.00,9,Verb
kneader,0,3.55,1.55,0,29,1.00,4,Noun
kneading,0,3.6,1.44,1,26,0.96,9,Verb
knee,0,5,0,0,27,1.00,749,Noun
knee deep,1,3.75,1.08,0,28,1.00,0,Err:512
kneecap,0,4.7,0.84,0,30,1.00,29,Noun
kneed,0,3.81,1.24,1,28,0.96,12,Verb
kneel,0,4.31,1.01,0,26,1.00,272,Verb
kneeler,0,4.11,1.12,1,28,0.96,2,Noun
kneeling,0,4.38,0.98,2,28,0.93,54,Verb
kneepad,0,4.76,0.88,1,26,0.96,2,Noun
knelt,0,4,1.15,0,28,1.00,19,Verb
knew,0,1.63,1.25,0,30,1.00,18817,Verb
knickers,0,4.54,0.88,0,28,1.00,65,Noun
knickknack,0,4.11,1.34,1,29,0.97,4,Noun
knife,0,4.9,0.41,0,29,1.00,2387,Noun
knife blade,1,4.86,0.44,0,29,1.00,0,Err:512
knifeboard,0,4.4,1.32,3,28,0.89,0,Err:512
knifeless,0,3,1.35,4,29,0.86,0,Err:512
knifelike,0,3.07,1.46,2,30,0.93,0,Err:512
knifeman,0,4.58,0.78,3,27,0.89,0,Err:512
knight,0,4.79,0.49,0,29,1.00,1365,Name
knighthood,0,2.78,1.48,0,27,1.00,26,Noun
knightly,0,2.69,1.31,0,29,1.00,9,Adverb
knit,0,4.41,0.93,0,27,1.00,97,Verb
knitted,0,4.21,0.98,0,29,1.00,33,Verb
knitter,0,4.52,0.77,0,25,1.00,2,Noun
knitting,0,4.14,1.18,0,28,1.00,115,Noun
knitting needle,1,5,0,0,30,1.00,0,Err:512
knitwear,0,4.63,0.74,1,28,0.96,0,Err:512
knitwork,0,4.28,1.06,2,27,0.93,0,Err:512
knob,0,4.75,0.8,0,28,1.00,125,Noun
knobbiness,0,3.09,1.41,4,27,0.85,0,Err:512
knobby,0,3.54,1.07,1,29,0.97,4,Adjective
knoblike,0,3.27,1.37,3,29,0.90,0,Err:512
knock,0,4.24,1.02,0,29,1.00,3299,Verb
knock off,1,3.19,1.57,0,27,1.00,0,Err:512
knock out,1,3.86,1.21,0,28,1.00,0,Err:512
knock over,1,3.87,1.25,0,30,1.00,0,Err:512
knockdown,0,3.6,1.29,1,26,0.96,18,Noun
knocked out,1,3.5,1.3,0,26,1.00,0,Err:512
knocker,0,3.88,1.39,0,25,1.00,17,Noun
knocking,0,4.29,0.98,0,28,1.00,759,Verb
knockoff,0,2.85,1.17,1,28,0.96,23,Noun
knockout,0,3.56,1.42,0,27,1.00,170,Noun
knoll,0,4.27,1.22,2,28,0.93,27,Noun
knot,0,4.87,0.43,0,30,1.00,188,Noun
knothole,0,3.96,1.25,2,28,0.93,6,Noun
knotless,0,3.24,1.64,4,29,0.86,0,Err:512
knotted,0,3.85,1.1,0,27,1.00,21,Verb
knotting,0,4,1.04,0,29,1.00,2,Verb
knotty,0,3.34,1.32,0,29,1.00,7,Adjective
know,0,1.68,0.98,0,28,1.00,291780,Verb
knowable,0,1.88,1.01,4,29,0.86,1,Adjective
knower,0,2.37,1.11,2,29,0.93,1,Noun
knowhow,0,2.11,1.31,2,29,0.93,7,Verb
knowing,0,1.59,0.89,0,27,1.00,2307,Verb
knowingly,0,1.88,1.01,0,25,1.00,37,Adverb
knowingness,0,1.25,0.53,3,27,0.89,0,Err:512
knowledge,0,1.73,0.87,0,30,1.00,1302,Noun
knowledgeable,0,1.92,1.08,0,25,1.00,40,Adjective
knowledgeably,0,1.84,1.31,2,27,0.93,0,Err:512
known,0,1.83,1.2,0,29,1.00,6300,Verb
knuckle,0,4.93,0.26,0,29,1.00,66,Noun
knuckleball,0,3.96,1.24,1,26,0.96,2,Noun
knucklebone,0,4.46,0.98,4,28,0.86,0,Err:512
knuckled,0,3.66,0.97,1,30,0.97,1,Verb
knucklehead,0,2.19,1.23,0,26,1.00,55,Noun
knuckles,0,4.87,0.43,0,30,1.00,176,Noun
koala,0,4.77,0.68,0,30,1.00,31,Noun
kooky,0,1.96,1.18,1,27,0.96,35,Adjective
kosher,0,3.07,1.51,0,30,1.00,137,Adjective
krypton,0,3.41,1.6,0,27,1.00,35,Name
kryptonite,0,2.96,1.56,3,29,0.90,41,Noun
kudos,0,2,1.22,0,29,1.00,44,Noun
kumquat,0,4.88,0.34,3,27,0.89,24,Noun
kung fu,1,4,0.98,0,28,1.00,0,Err:512
kwanza,0,3.04,1.52,3,26,0.88,4,Noun
l,0,3.13,1.74,2,25,0.92,4841,Letter
lab,0,4.69,0.66,0,29,1.00,2020,Noun
lab coat,1,5,0,0,30,1.00,0,Err:512
label,0,4.46,0.96,0,28,1.00,351,Noun
labeler,0,3.81,1.39,1,28,0.96,1,Noun
labia,0,4.82,0.48,1,29,0.97,14,Noun
labor,0,3.08,1.32,0,25,1.00,621,Noun
labor market,1,2.85,1.59,1,27,0.96,0,Err:512
laboratorial,0,2.65,1.38,1,27,0.96,0,Err:512
laboratory,0,4.46,1.2,0,28,1.00,331,Noun
labored,0,2.62,1.52,0,29,1.00,25,Verb
laborer,0,4.28,1.28,0,29,1.00,23,Noun
laboring,0,2.83,1.44,0,29,1.00,15,Verb
laborious,0,2,1.14,1,28,0.96,6,Adjective
laboriously,0,2.67,1.15,1,22,0.95,1,Adverb
laboriousness,0,2.04,1.04,1,29,0.97,0,Err:512
laborsaving,0,2.11,1.23,3,31,0.90,1,Adjective
labrador,0,4.35,1.29,0,26,1.00,27,Err:512
labyrinth,0,4.22,0.85,1,28,0.96,41,Noun
lace,0,4.85,0.37,0,26,1.00,189,Noun
laced,0,3.7,1.27,0,27,1.00,56,Verb
lacelike,0,3.2,1.29,1,26,0.96,0,Err:512
lacerate,0,3.63,1.4,0,30,1.00,1,Verb
lacerated,0,3.57,1.19,0,30,1.00,25,Adjective
laceration,0,4.2,1.15,1,26,0.96,60,Noun
lacework,0,3.89,1.26,2,30,0.93,0,Err:512
lacing,0,4.07,0.94,1,29,0.97,7,Verb
lack,0,2.04,1.32,0,27,1.00,905,Noun
lackadaisical,0,1.69,0.84,3,29,0.90,4,Adjective
lackadaisically,0,1.76,0.83,3,28,0.89,1,Adverb
lackey,0,3.26,1.57,4,27,0.85,33,Noun
lackluster,0,1.75,0.94,1,25,0.96,6,Noun
lacquer,0,4.28,1.28,0,29,1.00,22,Noun
lacquering,0,4,1.04,4,29,0.86,0,Err:512
lacrosse,0,4.28,1.13,0,29,1.00,53,Noun
lactate,0,3.59,1.22,2,29,0.93,8,Verb
lactated,0,3.48,1.5,0,27,1.00,4,Adjective
lactation,0,3.78,1.28,0,27,1.00,3,Noun
lactic,0,2.65,1.27,4,27,0.85,5,Adjective
lactose,0,4.18,1.22,0,28,1.00,30,Noun
lacy,0,3.84,1.28,3,28,0.89,32,Name
lad,0,4.28,1.16,0,29,1.00,736,Noun
ladder,0,5,0,0,28,1.00,472,Noun
laddered,0,3.16,1.25,2,27,0.93,2,Verb
laden,0,2.96,1.34,2,28,0.93,83,Verb
ladies,0,4.6,0.91,0,25,1.00,7054,Noun
ladle,0,4.9,0.31,0,29,1.00,38,Noun
lady,0,4.33,1.03,0,30,1.00,11071,Noun
ladybird,0,4.76,0.44,4,29,0.86,7,Noun
ladybug,0,4.92,0.28,0,25,1.00,20,Noun
ladyfinger,0,3.68,1.63,3,28,0.89,0,Err:512
ladylike,0,2.18,1.19,0,28,1.00,43,Adjective
ladylikeness,0,2.11,1.34,1,28,0.96,0,Err:512
ladylove,0,2.55,1.34,3,25,0.88,1,Noun
lag,0,3.04,1.29,0,27,1.00,75,Noun
lager,0,4.64,0.99,4,29,0.86,25,Noun
lagged,0,2.92,1.13,2,28,0.93,4,Verb
lagging,0,2.33,1.33,0,27,1.00,13,Verb
lagoon,0,4.5,0.94,0,30,1.00,81,Noun
laid,0,3.6,1.55,0,25,1.00,1527,Verb
laid back,1,2.29,1.2,0,24,1.00,0,Err:512
laid off,1,3.33,1.69,0,27,1.00,0,Err:512
lair,0,3.76,1.21,0,29,1.00,123,Noun
lake,0,4.88,0.44,0,25,1.00,1836,Noun
lakefront,0,4.77,0.5,0,30,1.00,6,Noun
lakeshore,0,4.38,1.1,2,28,0.93,9,Noun
lakeside,0,4.29,0.97,0,31,1.00,36,Name
lamb,0,4.97,0.18,0,30,1.00,542,Noun
lamb chop,1,4.93,0.26,0,28,1.00,0,Err:512
lambskin,0,4.72,0.59,1,30,0.97,4,Noun
lame,0,2.52,1.58,0,27,1.00,557,Adjective
lame duck,1,3.04,1.7,0,27,1.00,0,Err:512
lamebrain,0,2.42,1.67,3,27,0.89,13,Noun
lamely,0,1.97,1.24,1,30,0.97,3,Adverb
lameness,0,2.11,1.42,0,28,1.00,5,Noun
lament,0,1.75,1.07,2,26,0.92,49,Verb
lamentable,0,2,1.21,1,28,0.96,7,Adjective
lamentably,0,1.91,1.31,4,27,0.85,2,Adverb
lamentation,0,2.31,1.32,2,28,0.93,3,Noun
lamented,0,2.22,1.34,0,27,1.00,10,Verb
lamenter,0,2.6,1.19,4,29,0.86,0,Err:512
lamenting,0,2.15,1.19,0,26,1.00,8,Verb
laminate,0,3.89,1.28,0,27,1.00,10,Verb
laminated,0,3.93,1.41,0,30,1.00,18,Adjective
lamination,0,3.93,1.49,0,29,1.00,6,Noun
laminator,0,4.3,1.02,0,30,1.00,1,Noun
lamp,0,4.97,0.19,0,29,1.00,657,Noun
lamplight,0,4.8,0.48,0,30,1.00,6,Noun
lamplighter,0,4.24,1.3,4,29,0.86,3,Noun
lamppost,0,4.66,0.86,0,29,1.00,28,Noun
lampshade,0,4.82,0.77,0,28,1.00,14,Noun
lance,0,4.07,1.19,0,29,1.00,554,Noun
lanced,0,3.7,1.11,2,25,0.92,6,Verb
lancer,0,4,1.36,1,28,0.96,22,Noun
lances,0,3.59,1.5,4,26,0.85,29,Noun
land,0,4.57,0.69,0,28,1.00,4494,Noun
land mine,1,4.62,0.8,0,26,1.00,0,Err:512
landed,0,3.07,1.44,0,29,1.00,653,Verb
landfall,0,3.46,1.55,1,29,0.97,25,Noun
landfill,0,4.69,0.6,0,29,1.00,66,Noun
landform,0,4.38,0.94,3,29,0.90,0,Err:512
landholder,0,3.72,1.57,1,26,0.96,0,Err:512
landholding,0,2.93,1.41,2,29,0.93,0,Err:512
